company,Stand Number,Country,Tel,Mail,Web
ERKU DIS TIC. PAZ. VE TUR. A.S.,1B05,Turkey,+ 90 212 3155340,erku@erku.com.tr,"??
http://www.erku.com.tr"
ERRETI SRL,SS E143,Italy,+ 39 0545 283811,stefano.celani@erreti.com,"??
http://www.erreti.com"
ETERNAL NATURAL STONE,Maktoum F130,Canada,+ 1 780 3418398,sammiestrand@gmail.com,"??
http://"
EURO VENTUS VENTILATOREN MENA / RUCK VENTILATOREN GMBH,2 E87,Germany,+ 49 793 09211144,qutaibah@eurovent.us,"??
http://www.euroventus.com"
EUROPLAST,1 E46,Latvia,+ 37 167 387368,rihards@europlast.lv,"??
http://www.europlast.lv"
"EUROSHRINK, S.A.",Rashid E211,Spain,+ 00 34 937775072,euroshrink@euroshrink.es,"??
http://www.euroshrink.es"
EUROTEC GMBH,5A237,Germany,+ 49 2331 62450,j.rueschenschmidt@e-u-r-o-tec.de,"??
http://www.e-u-r-o-tec.de"
EUROTHERM PPR PIPES & FITTINGS,Zabeel U176,Oman,+ 968 99 235946,vplatheefuliyil@gmail.com,"??
http://"
EVEL I. DIMOPOULOS S.A.,SS A 81,Greece,+ 0030 210 2389771,i.rentzi@evel.gr,"??
http://www.evel.gr"
EVERHOT WATER HEATERS,4D187,United Arab Emirates,+ 971 4 2671777/2671553,sdravikumar@alhuraizgroup.ae,"??
http://www.alhuraizgroup.ae"
"EVERNET CO.,LTD",6 E245,Korea,+ 82 32 721 2123,eversprite@loghome.co.kr,"??
http://www.everkey.co.kr"
EVS EREN VANA SAN. VE TIC. LTD. STI.,1B17,Turkey,+ 90 212 7152945,export@evserenvana.com.tr,"??
http://www.evserenvana.com.tr"
EXA CERAMIC & PORCELAIN,Rashid A181,Saudi Arabia,+               966 92 0006 111,ramzy.hafez@alfanar.com,"??
http://www.alfanar.com"
EXPOSERVICE,Belgium Pavilion,Belgium,+ 32 3766 1199,kris@exposervice.be,"??
http://www.exposervice.be"
F.LLI FACCHINETTI SRL,SS F147,Italy,+ 39 030 8970024,ff@facchinetti.it,"??
http://www.facchinetti.it"
FABITA SRL,Rashid E241,Italy,+ 39 0731 880300,s.molinelli@fabita.it,"??
http://www.fabita.it"
FABRISOLIA S.L.U,1D46,Spain,+ 34  936828040,info@fabrisolia.com,"??
http://www.fabrisolia.com"
FAC S.R.L,SS D154,Italy,+ 39 0444 598057,customer@facsrl.com,"??
http://www.facsrl.com"
FADEX SRL,SS F157,Italy,+ 39 030 8970970,info@fadex.it,"??
http://www.fadex.it"
FAEBER TRADING CO - TOLSEN,Zabeel D121,United Arab Emirates,+ 971 4 2979353,ishaq@faebergroup.com,"??
http://www.faebergroup.com"
FANTINI COSMI SPA,1F21,Italy,+ 39 02 95682272,d.pastore@fantinicosmi.it,"??
http://www.fantinicosmi.it"
FAST SOLUTIONS,Zabeel Q110,United Arab Emirates,+ 971  42677170,krishnan@fastsolutions.ae,"??
http://www.fastsolutions.ae"
"FATRA, A.S.",7 E281,Czech Republic,+   420?577?501?111,marcela.pavelcova@fatra.cz,"??
http://www.fatra.cz,www.fatrafol.cz"
FAVEMANC TERRACOTA RAINSCREENS,SS C102,Spain,679641885,export@gresmanc.com,"??
http://http://www.gresmanc.com"
FCR,Rashid D230,Italy,+ 39 0323 863721,carlotta.iraghi@fcrsrl.it,"??
http://www.fcrsrl.it"
FERAT IC VE DIS TIC. LTD. STI.,Zabeel U170,Turkey,+ 90 414 3575705,export.sales@ferat.com.tr,"??
http://www.ferat.com.tr"
FERCO SHUTTERS & SEATING SYSTEMS,SS E40,United Arab Emirates,+ 971 4 2586433,nellai@fercoshutters.com,"??
http://www.fercoshutters.com"
FIBRO METALS,Zabeel B101,Romania,+ 407 2534 8864,info@fibrometals.ro,"??
http://www.fibrometals.com"
FINPOWER AIRCON,1A27,United Arab Emirates,+ 971 4 4219900,jayesh@maxellgroup.ae,"??
http://www.fin-power.com"
FIORE RUBINETTERIE,Rashid C229,Italy,+ 39 0322 840711,commerciale@fiore.it,"??
http://www.fiore.it"
FIREMAC LIMITED,1F47,United Kingdom,+ 01620  892202,dave@firemac.com,"??
http://www.firemacgulf.com"
FIREYE INC.,Zabeel S157 (L),United States,+ 1 603 432-4100,jeff.hughes@fireye.co.uk,"??
http://www.fireye.com"
FLAMCO MIDDLE EAST,Zabeel Z154,Netherlands,+ 31 3329 97500,jim.martin@flamco-gulf.com,"??
http://www.flamcogroup.com"
FLANDERS INVESTMENT & TRADE,Belgium Pavilion,Belgium,+ 322  504-8779,kurt.vleminckx@fitagency.be,"??
http://www.flandersinvestmentandtrade.be"
FLIR SYSTEMS,1A32,Belgium,+ 323  665-5143,katty.pepermans@flir.com,"??
http://www.flir.com"
FOLDCORE GMBH,Zabeel O120,Germany,+ 49 160 1177995,grzeschik@foldcore.com,"??
http://www.foldcore.com"
FONDERIE BELLI SRL,SS E146,Italy,+ 39 0761 251426,roberto.belli@fonderiebelli.it,"??
http://www.fonderiebelli.it"
FOP- NOVOSELSKIY VLADIMIR BOGDANOVICH UKRAINE,SS A114,Ukraine,+ 380 50 6451303,magdihay77@gmail.com,"??
http://www.novoselsky.com.ua&www.dekorlit.com"
"FOSHAN MARK RISE CO., LTD.",PAV C10,China,+ 0086 757 88587662,futunexport@yahoo.com,"??
http://www.fsfutun.com"
FR ACCESSORIES SRL,SS F141,Italy,+ 39 071 906324,h.elkilani@ragni-fr.com,"??
http://www.fraccessories.com"
FRAENKISCHE,Zabeel L127,Germany,+ 49 9525 882490,tarek.abassi@fraenkische.de,"??
http://www.fraenkische.com"
FRANCEM,2 E63,France,+ 33 344 386238,lydie.lobin@francem.fr,"??
http://www.francem.fr"
FRANKLIN ELECTRIC,2 E81,Germany,+ 49 6571 1050,gschroeder@fele.com,"??
http://www.franklin-electric.eu"
FRATELLI COMUNELLO,SS E150,Italy,+ 39 0424 585111,info@comunello.it,"??
http://www.comunello.com"
FRATELLI MARIANI SPA,SS D147,Italy,+ 39 02 6103441,mdallamora@fratellimariani.it,"??
http://www.fratellimariani.it"
FRESH AIR US,Rashid G195,United States,+ (615)  414-7505,adampayz@gmail.com,"??
http://freshairus.com"
FUNKE KUNSTSTOFFE GERMANY,2F76,Germany,+ 49 2388 3071-0,c.boehlke@funkegruppe.de,"??
http://www.funkegruppe.de"
"FV - PLAST, A.S.",Multaqua A121,Czech Republic,+ 420 326 706711,david.behner@fv-plast.cz,"??
http://www.fv-plast.cz"
G. SB PAINT TOOLS CO. LTD,7G326,China,+ 86  18022200770,tracy@growthgroup.com.cn,"??
http://www.gsbpainttools.com.cn"
GAMA SPRAY EQUIPMENT - PRIME SEAL,4A196,United Arab Emirates,+ 971 4 3205568,suneer@prime-seal.com,"??
http://www.prime-seal.com"
GAMMA MECCANICA,SS H166,Italy,+ 39 0522 240811,nico.gualerzi@gamma-meccanica.it,"??
http://www.gamma-meccanica.it"
GAMMA PENNELLI SPA,8E331,Italy,+ 39 0375 790220,info@gammapennelli.com,"??
http://www.gammapennelli.com"
GANDHI AUTOMATIONS PVT LTD,SS F51,India,+ 91 22 66720200,sales@geapl.co.in,"??
http://www.geapl.co.in"
GARG INDUSTRIES,SS H65,India,+ 91 120 4280584,varun@bmghinges.com,"??
http://www.bmghinges.com"
GAROFOLI SPA,SS G140,Italy,+ 39 071 727171,a.marcucci@garofoli.com,"??
http://www.garofoli.com"
GAUZER SOLAR SYSTEMS,Zabeel W151,Greece,+ 30 210 2812518,gauzer@gauzer.gr,"??
http://www.gauzer.eu"
GAYAFORES,Rashid E216,Spain,+ 34 964 626262,info@gayafores.es,"??
http://www.gayafores.es"
GEBR. DORFNER GMBH & CO. KAOLIN- UND KRISTALLQUARZSAND-WERKE KG,6D244,Germany,+ 49 9622 820,info@dorfner.com,"??
http://www.dorfner.com"
GEDIK KAYNAK SAN. VE TIC. A.S.,1A11,Turkey,+ 90 216 3785000,sdemirel@gedik.com.tr,"??
http://www.gedik.com.tr"
GENERAL FITTINGS SRL,3C111,Italy,+ 39 030 3739017,info@generalfittings.it,"??
http://www.generalfittings.it"
GENERAL GAS (ITA) KRYON® REFRIGERANTS,1D27,Italy,+ 39 02 92140677,marketing@generalgas.it,"??
http://www.generalgas.eu"
GENPLUS CORPORATION,1D13,Korea,+ 82 2 867 5777,stella.park@cooltrashade.com,"??
http://www.cooltrashade.com"
GEOSYNTHETICS TECHNOLOGIES COMPANY LTD. (G-TEX),SS A130,Saudi Arabia,+ 966 11 2650401,ahmed.osman@g-tex.net,"??
http://www.g-tex.net"
GHIDINI PIETRO BOSCO SPA,SS F142,Italy,+ 39 030 89691,info@ghidini.com,"??
http://www.ghidini.com"
GIULIO BARBIERI MIDDLE EAST FZCO,SS G86,United Arab Emirates,+ 971 4 2868045,info@giuliobarbieri-me.com,"??
http://www.giuliobarbieri-me.com"
GLASSCON GMBH,SS F62,Germany,+ 49 895 48017010,dimitri.g@glasscon.com,"??
http://www.glasscon.com"
"GLOBALLOCK ??FERRAGENS, LDA",SS E160,Portugal,3.5123E+11,samoreira@globallock.pt,"??
http://www.globallock.pt"
"GLUTZ LTD., SWITZERLAND",SS D137,Switzerland,+       41 32 625 65 20,patrick.luder@glutz.com,"??
http://www.glutz.com"
GO PLAST SRL,Rashid E247,Italy,+ 39 0321 960614,info@goplast.it,"??
http://www.goplast.it"
GOVECO,Zabeel Y154,Belgium,+ 323  291-4787,tim@goveco.be,"??
http://www.goveco.be"
GREEN EAST WATERPROOFING SDN BHD,Ar B193,Malaysia,+   603  6188 2298,techsupport@greensealproducts.net,"??
http://www.greenseal.com.my"
GREYSTONE ENERGY SYSTEMS INC.,2G60,Canada,+ 1 506 856-9428,mackinnon.s@greystoneenergy.com,"??
http://www.greystoneenergy.com"
GRIFERIAS MAIER,Rashid E214,Spain,+ 34  936633333,info@griferiasmaier.com,"??
http://http://www.griferiasmaier.com"
GRIGLIATI BALDASSAR,SS G96,Italy,+ 39 043 8450850,morena@grigliatibaldassar.com,"??
http://www.grigliatibaldassar.com"
GS RUBINETTERIE,Rashid A221,Italy,+ 39 030 2535290,info@gsrubinetterie.it,"??
http://www.gsrubinetterie.it"
GUILBERT EXPRESS MIDDLE EAST LLC,3B121,United Arab Emirates,+ 971 4 8830097,dhaval.shah@express-me.ae,"??
http://www.express-me.ae"
GUL PRES DOKUM SAN. A.S.,Rashid D240,Turkey,+ 90 212 8790030,info@gpd.com.tr,"??
http://www.gpd.com.tr"
GULAL HIRDAVAT SAN. VE TIC. A.S.,Zabeel H116,Turkey,+ 90 212 6798080,ahmetsezgin@gulal.com,"??
http://www.gulal.com"
GULF COOL THERM FACTORY LTD,Zabeel Q127,United Arab Emirates,+ 971 6 5257776,fawaz.alqaisy@gulfcooltherm.com,"??
http://www.gulfcooltherm.com"
GULF STEEL STRANDS FZE,Zabeel C127,United Arab Emirates,+ 971 4 8837791,mohamed.krknawi@gulfstrands.com,"??
http://www.gulfstrands.com"
GUMBA GMBH & CO. KG,6D241,Germany,+ 49 8994 52829,info@gumba.de,"??
http://www.gumba.de"
GURAY MAKINA YEDEK PARCA SAN. VE TIC. LTD. STI.,2F50,Turkey,+ 90 212 5677488,ege@guray.com.tr,"??
http://www.guray.com.tr"
GYPSEMNA CO LLC,8C361,United Arab Emirates,+ 971 4 2947959,ana@gypsemna.com,"??
http://www.gypsemna.com"
GYPTECH GMBH,6C243,Germany,+ 49 8431 5387,info@gyptech.de,"??
http://www.gypsumtechnologies.com"
HACI AYVAZ ENDUSTRIYEL MAM. SAN. TIC. A.S.,3C141,Turkey,+ 90 212 7710145,info@ayvaz.com,"??
http://www.ayvaz.com"
HADLEY INDUSTRIES (MIDDLE EAST) FZE,SS D57,United Arab Emirates,+ 971 4 8833811,tertia.morgan@hadleygroup.ae,"??
http://www.hadleygroup.com"
HAFLEX DUCT WINDING MACHINES,2 E71,Germany,+         49 651 82851 91,hahn@haflex.com,"??
http://www.haflex.de"
"HANASINK CO.,LTD",6 E241,Korea,+ 82 31 432 6481 ~2,gemma0804@gmail.com,"??
http://www.hanasink.kr"
HARWAL GROUP,SS C51,United Arab Emirates,+ 971 6 8850474,madeel@tsscuae.com,"??
http://www.harwal.net"
HASSAN ABUL,Rashid B201,Kuwait,+ 965 2262 4466,pradeep@hassanabul.com,"??
http://www.hassan-abul.com"
HEB?,Zabeel N112,Germany,+ 49  6453913344,p.rothhaas@heboe.com,"??
http://www.heboe.com"
HEDEF SENTETIK SPOR ZEMINLERI TEKS. INS. SAN. VE TIC. ITH. IHR. LTD. STI.,SS D177,Turkey,+ 90 216 3220055,info@hedefsentetik.com.tr,"??
http://www.hedefsentetik.com.tr"
HELIATEK,6C251,Germany,+     49 351 213 034 - 421,cornelia.jahnel@heliatek.com,"??
http://www.heliatek.com"
HELLENIC GRANITE COMPANY S.A.,Maktoum A 131,Greece,+ 0030 212 2229100,kper@hgr.gr,"??
http://www.hgr.gr"
HELLER TOOLS GMBH,Zabeel M125,Germany,+ 49 4443 962118,nljabach@hellertools.com,"??
http://www.hellertools.com"
HEPHZIBAH,1F11,Korea,+ 82 32 509 5834,simon@hdtek.com,"??
http://www.airrex.biz"
HESSEN TRADE & INVEST,Zabeel N116,Germany,+ 49 341 6787900,o.seifert@lm-international.com,"??
http://www.LM-international.com"
HILL POINT INTERIOR DECORATION WORKS LLC,5F235,United Arab Emirates,+ 971 4 3214942,manoj@hillpointglobal.com,"??
http://www.hillpointglobal.com"
HIMPEL,1D17,Korea,+ 82 31 4248455,mike@himpel.co.kr,"??
http://www.himpel.co.kr"
HIPP-M?BEL-DESIGN UG,6 E256,Germany,+ 49 3585 416745,info@hipp-md.de,"??
http://www.hipp-manufaktur.de"
HONORS SMART SYSTEMS,Concourse 208,United Arab Emirates,+ 971 2 8186932,info@honors.ae,"??
http://www.honors.ae"
HP INC,Concourse 302,United Arab Emirates,+ 971 4 2786073,nilay.aydin@hp.com,"??
http://www.hp.com"
HYE CHANG MICHAEL,6F240,Korea,+ 82 31 954 5775,hyechang1266@hanmail.net,"??
http://www.hcmichael.com"
HYUNDAI ALUMINUM CO. LTD,Zabeel D135,Korea,+ 82 2 21033106,mokeco1@gmail.com,"??
http://www.hyundaiform.com"
I.A.P. - GLOBE SRL,Zabeel I134,Italy,+ 39 521 293943,export@globeabrasives.com,"??
http://www.globeabrasives.com/"
I.C.S.A. SERRATURE SRL,SS G154,Italy,+ 39 030 2752641,alex@icsa.it,"??
http://www.icsa.it"
IBV/FIOBCO/TILLICA,Zabeel O110,United Arab Emirates,+ 971 4 8804656,tfo_kor@yahoo.com.ph,"??
http://"
IFE ELEVATORS,Ar F194,United Arab Emirates,+ 971 4 2505888,Austin@ifelift.com,"??
http://www.ife.cn"
IKTINOS HELLAS S.A.,Rashid C201,Greece,+ 00 30 2102826825,kostasp@iktinos.gr,"??
http://www.iktinos.gr"
"ILKWANG METAL FORMING CO., LTD.",6F252,Korea,+ 82 32 8220100,paullee@steelformer.com,"??
http://www.steelformer.com"
ILLUMIN8 BLINDS & CURTAINS,7A328,United Arab Emirates,+ 971 6 5578051,shafi@illumin8blinds.com,"??
http://www.illumin8blinds.com"
IMAR - METAL FACADES,SS B105,Spain,+ 34  944970111,comercial@imarsa.com,"??
http://www.imarsa.com"
IMEKSAN IZMIR MENFEZ KLIMA SAN. TIC. A.S.,3 E120,Turkey,+ 90 232 8547595,i.yavuz@imeksan.com,"??
http://www.imeksan.com"
IMPERTEK SRL,6C261,Italy,+ 39 0421 322525,export1@impertek.com,"??
http://www.impertek.com"
IN & OUT SRL,SS B140,Italy,+ 39 099 4518000,mleanza@zanzar.it,"??
http://www.zanzar.it"
INDUSTRIE COTTO POSSAGNO,SS E151,Italy,+ 39 0423 920930,giovanni.vardanega@cottopossagno.com,"??
http://www.cottopossagno.com"
INGENIUS,4 E167,Italy,+ 39 322 967249,commerciale@sistemaingenius.it,"??
http://www.sistemaingenius.it"
INSUTECH,8F341,Egypt,+ 2 015 411975,mostafa.bakry@cg-eg.com,"??
http://www.cg-eg.com;www.insutech-eg.com"
INTERNATIONAL INDUSTRIAL PROJECTS GROUP,Zabeel B117,Kuwait,+ 965  24588413,info@iipg-kw.com,"??
http://www.iipg-kw.com"
INTERNATIONAL INDUSTRIES LTD./ INTERNATIONAL STEELS LTD,Zabeel U174,Pakistan,+ 92 211 11019019,zain.chinoy@iil.com.pk,"??
http://www.iil.com.pk"
"INTERWAY IND. CO., LTD",SS B180,Korea,+ 822 701 9614,randy@interway-tarp.com,"??
http://www.interway-tarp.com"
ISEA ITALY,SS H91,Italy,+ 39 051 862004,a.gramuglia@iseaitaly.com,"??
http://www.iseaitaly.com"
ISOFOAM,7C326,United Arab Emirates,+ 971 4 8800777,haydar.ossayran@isofoam.ae,"??
http://www.isofoam.ae/"
ISOMAT S.A.,7C311,Greece,+ 0030 2310 576000,dlolos@isomat.gr,"??
http://www.isomat.eu"
ITAGRES REVESTIMENTOS CER?MICOS SA,Maktoum D118,Brazil,+ 55 48 36312001,msi@itagres.com.br,"??
http://www.itagres.com.br"
ITALIANA FERRAMENTA SRL,SS B147,Italy,+ 39 0434 428211,d.meles@italianaferramenta.it,"??
http://www.italianaferramenta.it"
ITALIYA COLOUR TEXTURE,6D267,Italy,+ 39 832 731840,giovanni@italiyacolour.com,"??
http://www.italiyacolour.com"
ITALTECH,Rashid E234,Italy,+ 39 030 5055324,ital.pec@legalmail.it,"??
http://www.wtsgroup.eu"
ITALTECNICA SRL,3F111,Italy,+ 39 049 9585388,nicoletta.marcon@italtecnica.com,"??
http://www.italtecnica.com"
ITAP SPA,3C117,Italy,+ 39 030 89270,marketing@itap.it,"??
http://www.itap.it"
IVC GROUP,6.00E+277,Belgium,+ (325)  665-3359,idh@ivcgroup.com,"??
http://www.ivcgroup.com"
"JAEHYUN INTEX CO.,LTD",6G242,Korea,+ 82 31 765 6755,bluemirr@msn.com,"??
http://www.jhintex.co.kr"
JAINSON CABLES INDIA,3 E157,India,+ 91 2764 267701,anish@jainsoncables.com,"??
http://www.jainsoncables.com"
JAKOB ROPE SYSTEMS / JAKOB AG,Zabeel R101,Switzerland,+ 41 34 4951010,rolf.schneider@jakob.ch,"??
http://www.jakob.com"
JANSER GMBH,Zabeel N126,Germany,+    49 711 22787-26,martin.mueller@janser.com,"??
http://"
JAVA PLASTIK SAN. VE TIC. A.S.,Zabeel V177,Turkey,+ 90 262 7281177,info@javaboru.com,"??
http://www.javaboru.com"
JDPOWER GMBH,SS F61,Germany,+ 49 402 1906666,info@jdpowermachine.de,"??
http://www.jdpowermachine.de"
"JEONIL MACHINERY CO., LTD.",6G254,Korea,+   82 31 984 4494,jeonil@jeonilmc.com,"??
http://www.jeonimc.com/en/"
JIN GWANG INDUSTRIES,6G246,Korea,+ 82 31 767 8441,export@confiad.com,"??
http://www.confiad.com"
JKC INDUSTRIAL,6F250,Korea,+ 82 2 782 9181,jkcpetarp@naver.com,"??
http://www.jkctarp.com"
J-LIGHTING,Zabeel M133,Korea,+ 82 44 8666377,jaejin1@jaejin.co.kr,"??
http://www.jaejin.co.kr"
JNF ARCHITECTURAL HARDWARE - GREENECO,SS A87,United Arab Emirates,+ 971 2 6441106,awad@greenecouae.com,"??
http://www.greenecouae.com"
JORNS AG,Zabeel Q111,Switzerland,+ 41 62 9198050,m.jorns@jorns.ch,"??
http://www.jorns.ch"
"JUNGWOO METAL LND. CO., LTD.",1 E17,Korea,+ 82 2 3290 9078,dhkim@copperlee.co.kr,"??
http://www.jwmetal.co.kr/"
JUSTOR - TALLERES TREPAT S.A.,SS C107,Spain,937540600,ttrepatexport@justor.com,"??
http://www.justor.com"
KAD AIRCONDITIONING EST,1B41,United Arab Emirates,+ 971 4 8067680,don@bindasmal.com,"??
http://www.kadairconditioning.com"
KAHVECI OTOMOTIV SAN. VE TIC. A.S.,SS G160,Turkey,+ 90 332 2391400,export@kahveci.com.tr,"??
http://www.nevkacomposite.com-www.kahveci.com.tr"
KALE KILIT VE KALIP SAN. A.S.,SS B117,Turkey,+ 90 212 7058068,yakpinar@kalekilit.com.tr,"??
http://www.kalekilit.com.tr"
KALE MUSLUERMANK SAN. VE TIC. A.S.,Zabeel W177,Turkey,+ 90 262 2908951,sales@kalepres.com,"??
http://www.kalepres.com"
KALEKIM KIMYEVI MAD. SAN. VE TIC. A.S.,7 E301,Turkey,+ 90 212 4230018,goncaozcelik@kale.com.tr,"??
http://www.kalekim.com"
KAMATEKS MACHINERY INDUSTRY LTD. CO.,Zabeel H110,Turkey,+ 90 212 5852625,info@kamateks.com,"??
http://www.kamateks.com"
KANAT EL ARABASI IMALATI SAN. TIC. LTD. STI.,Zabeel K116,Turkey,+ 90 382 2152479,kanat@kanat.com,"??
http://www.kanat.com-www.adalimetal.com"
KANCA EL ALETLERI DOVME CELIK VE MAK. SAN. A.S.,Zabeel I101,Turkey,+ 90 262 6788647,umit.kaplan@kanca.com.tr,"??
http://www.kanca.com.tr"
KAN-THERM GMBH,2G70,Germany,+ 49 2241 234080,mrozko@kan-therm.com,"??
http://www.kan-therm.com"
KAPIDER KAPI SANAYICILERI DERNEGI,SS F116,Turkey,+ 90 366 3141293,proje@kapider.org,"??
http://www.kapider.org"
KAPTAS KAPADOKYA DOGALTAS VE MADENCILIK TUR. SAN. TIC. A.S.,Maktoum G129,Turkey,+ 90 384 3416831,info@kaptas.com,"??
http://www.kaptas.com.tr"
KARBOSAN ZIMPARA TASI SAN. A.S.,Zabeel J117,Turkey,+ 90 212 6989090,basar.topaloglu@karbosan.com.tr,"??
http://www.karbosan.com.tr"
KARDEMIR HADDECILIK SAN. VE TIC. LTD. STI.,Zabeel E105,Turkey,+ 90 232 6252222,ihracat@kar-demir.com.tr,"??
http://www.kar-demir.com.tr"
KARIBA SPA,3C111,Italy,+ 39 0187 988576,info@kariba.it,"??
http://www.kariba.it"
KASSO MUH. PREFABRIKE YAP. SIS. SAN. TIC. LTD. STI.,SS F106,Turkey,+ 90 216 5931485,serankilic@kasso.com.tr,"??
http://www.kasso.com.tr"
KAYNAK MERMER MAD. INS. SAN. VE TIC. A.S.,Maktoum G137,Turkey,+ 90 258 8163020,info@kaynakmarble.com,"??
http://www.kaynakgroup.com"
KAZANCIOGLU ARITMA KAL. TES. MALZ. INS. MUH. PAZ. TUR. SAN. VE TIC. LTD. STI.,1C05,Turkey,+ 90 212 8762282,contact@kazancioglu.com,"??
http://www.kazancioglu.com"
KCS,Zabeel X166,Saudi Arabia,9.66136E+11,s.ghalayini@kice.com.sa,"??
http://www.kice.com.sa"
KDF - KATASKEVES DAPEDON LTD,7A311,Greece,+ 0030  0030 2310829598,steliosbakalis@yahoo.com,"??
http://www.kdf.gr"
KEEHA PRECISION,1F12,Korea,+ 82 51 9898040,vaitan@naver.com,"??
http://www.keeha.co.kr"
KERABEN GRUPO,Rashid D217,Spain,964659500,keraben@kerabengrupo.com,"??
http://www.keraben.com"
KIMMATIC,SS I97,United Arab Emirates,+ 971 4 2858298,lyn@kimmatic.ae,"??
http://www.kimmatic.ae"
KIN LONG,Ar D191,United Arab Emirates,+ 971 4 2658958,dubai1@kinlong.com,"??
http://www.kinlong.com"
KINGSPAN INSULATION LLC,2C51,United Arab Emirates,+ 971 4 8891000,lucy.whalley@kingspan.com,"??
http://www.kingspaninsulation.com"
KIRLOSKAR JLT,4A162,United Arab Emirates,+ 971 4 4438591,krishna-mundhada@kirloskar.ae,"??
http://www.kirloskar.ae"
KOCABEY MAKINA SAN. YEDEK PARCA HAF. INS. TAAH. LTD. STI.,Zabeel F115,Turkey,+ 90 322 3943010,satis@kocabeymakina.com.tr,"??
http://www.kocabeymakina.com.tr"
KONYA SARAYLI MAD. ESYA ESYA LTD. STI.,Zabeel F111,Turkey,+ 90 332 2390878,export3@smsarayli.com.tr,"??
http://www.smsarayli.com.tr"
KOREA REFRIGERATION AND AIR-CONDITIONING INDUSTRY ASSOCIATION,1G16,Korea,-6437,yhk@ref.or.kr,"??
http://www.ref.or.kr"
KORINA - STAINLESS STEEL SINK,SS B185,Korea,+ 82 32 2332501-3,korina@korina-int.com,"??
http://www.korina-int.com"
KOSEDAG TEL ORME CIT SAN.  VE TIC. ITH. IHR. A.S.,Zabeel J111,Turkey,+ 90 216 5932400,export@kosedag.com.tr,"??
http://www.kosedag.com.tr"
KOTRA (KOREA TRADE-INVESTMENT PROMOTION AGENCY),6 E253,United Arab Emirates,+ 971 4 450 4360,ubin@kotra.or.kr,"??
http://www.kotra.or.kr"
KOZA TEKSTIL IPLIK ORME INS. MERMER GIDA SAN. TIC. A.S.,Maktoum F140,Turkey,+ 90 352 3211454,info@birdal.com,"??
http://www.birdal.com"
KOZER PREFABRIK INS. SAN. VE TIC. LTD. STI.,SS G174,Turkey,+ 90 312 4740343,info@kozerprefabrik.com.tr,"??
http://www.kozerprefabrik.com.tr"
KREAFEUER AG,Zabeel R112,Switzerland,+ 41 33 4370627,info@kreafeuer.com,"??
http://www.kreafeuer.com"
KURLAR DALGIC POMPA SAN. TIC. LTD. STI.,3 E141,Turkey,+ 90 212 8867595,mustafa@kurlarpompa.com.tr,"??
http://www.kurlarpompa.com.tr"
L.B. PLAST,Rashid D231,Italy,+ 39 049 9585397,export@lbplast.com,"??
http://www.lbplast.com"
L.M. MONTICELLI SRL,SS G136,Italy,+ 39 071 7230252,info@monticelli.it,"??
http://www.monticelli.it"
LACERAMIC DESIGN ??BOHEMIA CERAMICS,7F284,Czech Republic,+ 420  778074808,karolina@laceramicdesign.com,"??
http://www.laceramicdesign.com"
LATICRETE MIDDLE EAST LLC.,8E361,United Arab Emirates,+ 971 7 2446396,marketing@laticrete.com,"??
http://www.laticrete.me"
LATTONEDIL SPA MILANO,SS C153,Italy,+ (39) 03 1791377,filippo.regoli@lattonedil.it,"??
http://www.lattonedil.it"
LATVIAN CONSTRUCTION AND BUILDING MATERIAL INDUSTRY,SS D181,Latvia,+ 371 6 7039400,liaa@liaa.gov.lv,"??
http://www.liaa.gov.lv"
LAUSIN Y VICENTE S.L.,7F320,Spain,976126091,export@lausinyvicente.com,"??
http://http://www.lausinyvicente.com"
LENA ORMAN URUNLERI TIC. LTD. STI.,SS H107,Turkey,+ 90 212 8558050,info@lenadoor.com,"??
http://www.lenadoor.com"
LEOV COMPANY,Multaqua B110,MACEDONIA,+ 389 43 231868,arsovski@leov.com.mk,"??
http://www.leov.com.mk"
LEPTO SLATE BY DESIGN NT,Ar C190,Malaysia,+   603  6157 3035,design.nt13@gmail.com,"??
http://www.designnt.com"
LEVASSEUR NEWCO,6A243,Belgium,+     00 32 23 76 00 18,maria.leclercq@g-levasseur.com,"??
http://www.levasseur.be"
LIJAN INSULATION,Zabeel U190,United Arab Emirates,+ 971 4 2674966,lgeorge@lijangroup.com,"??
http://www.lijangroup.com"
LIXOS GMBH,Zabeel O122,Germany,+  49 711 22787-26,katja.ernst@bw-i.de,"??
http://"
LORIENT,SS D131,United Kingdom,+ 44 1626 834252,ahicks@lorientuk.com,"??
http://www.lorientuk.com"
LOTTE ADVANCED MATERIALS,Rashid D191,South Korea,+ 82 31 5963885,sungho.cheon@samsung.com,"??
http://www.staron.com"
LUTFI GROUP,Rashid C197,United Arab Emirates,+ 971 4 2225335,product@lutfigroup.com,"??
http://www.lutfigroup.com"
M&Z RUBINETTERIE S.P.A.,Rashid D220,Italy,+ 39 0322 984211,saverio.cerretti@mzspa.it,"??
http://www.mzspa.com"
M.P.M S.R.L,SS E130,Italy,+ 39 049 9301773,info@mpmpvc.com,"??
http://www.mpmpvc.com"
M.V.T. SPA,3F125,Italy,+ 39 030 674105,info@mvtspa.it,"??
http://www.mvtspa.it"
MADE IN VICENZA,Italy Pavilion,Italy,+ 39 0444 994750,francesca.vitetta@madeinvicenza.it,"??
http://www.madeinvicenza.it"
